i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-1.8845,-0.4945,1.3905,1.1895,-1.6375,0.448,0.526,0.438,-0.137,-0.661,-0.586,-0.68,-0.182,-0.544,-0.339
-1.885,-0.488,1.3975,1.1865,-1.6415,0.455,0.5335,0.4455,-0.1295,-0.656,-0.58,-0.676,-0.18,-0.55,-0.338
-1.875,-0.48,1.395,1.1775,-1.635,0.4575,0.5365,0.4515,-0.1255,-0.6515,-0.577,-0.6735,-0.1765,-0.552,-0.3375
-1.867,-0.475,1.392,1.171,-1.6295,0.4585,0.5395,0.454,-0.123,-0.651,-0.5755,-0.672,-0.1755,-0.5555,-0.3365
-1.873,-0.483,1.39,1.178,-1.6315,0.4535,0.5385,0.452,-0.126,-0.6525,-0.5785,-0.6755,-0.1765,-0.556,-0.337
-1.877,-0.487,1.3905,1.182,-1.6335,0.4515,0.5345,0.448,-0.129,-0.6555,-0.5815,-0.6775,-0.1785,-0.5535,-0.337
-1.879,-0.4875,1.391,1.1835,-1.635,0.4515,0.5345,0.448,-0.1275,-0.656,-0.583,-0.6795,-0.184,-0.5515,-0.3375
-1.879,-0.4875,1.391,1.1835,-1.635,0.452,0.538,0.4535,-0.1245,-0.654,-0.582,-0.6785,-0.1875,-0.5545,-0.3405
-1.871,-0.484,1.387,1.1775,-1.629,0.4515,0.541,0.459,-0.119,-0.65,-0.578,-0.6745,-0.189,-0.5585,-0.342
-1.8655,-0.4865,1.379,1.1755,-1.622,0.4465,0.5425,0.458,-0.1165,-0.649,-0.577,-0.6755,-0.191,-0.5595,-0.3435
-1.8665,-0.4905,1.376,1.1785,-1.6215,0.443,0.54,0.455,-0.121,-0.6535,-0.581,-0.679,-0.189,-0.5605,-0.344
-1.8715,-0.4925,1.379,1.182,-1.625,0.4435,0.538,0.455,-0.122,-0.6545,-0.5815,-0.6805,-0.188,-0.565,-0.3435
-1.8765,-0.492,1.3845,1.184,-1.6305,0.446,0.5385,0.457,-0.12,-0.654,-0.581,-0.6805,-0.1905,-0.566,-0.343
-1.8825,-0.4975,1.3855,1.19,-1.634,0.444,0.5435,0.4565,-0.1205,-0.6555,-0.584,-0.683,-0.193,-0.568,-0.343
-1.888,-0.5095,1.3785,1.1985,-1.633,0.4345,0.5475,0.457,-0.12,-0.655,-0.5845,-0.682,-0.192,-0.574,-0.3445
-1.892,-0.518,1.374,1.205,-1.633,0.428,0.543,0.4575,-0.1205,-0.657,-0.586,-0.6835,-0.19,-0.573,-0.3445
-1.8885,-0.512,1.3765,1.2005,-1.6325,0.432,0.541,0.4555,-0.122,-0.66,-0.59,-0.6865,-0.1905,-0.5685,-0.3455
-1.8835,-0.5055,1.378,1.194,-1.631,0.4365,0.542,0.4565,-0.1225,-0.6585,-0.591,-0.6865,-0.189,-0.565,-0.346
-1.8815,-0.5015,1.38,1.1915,-1.631,0.4395,0.5415,0.4585,-0.1205,-0.6585,-0.589,-0.6855,-0.1905,-0.5655,-0.3455
-1.8815,-0.5005,1.381,1.191,-1.6315,0.4405,0.5435,0.459,-0.1205,-0.658,-0.588,-0.685,-0.1915,-0.5685,-0.3445
-1.8825,-0.5045,1.3785,1.1935,-1.6305,0.437,0.543,0.46,-0.122,-0.6595,-0.589,-0.685,-0.19,-0.573,-0.343
-1.888,-0.512,1.376,1.2,-1.632,0.432,0.543,0.46,-0.1225,-0.6615,-0.59,-0.686,-0.188,-0.5765,-0.3425
-1.895,-0.5225,1.372,1.209,-1.6335,0.4245,0.5435,0.456,-0.126,-0.6635,-0.5935,-0.688,-0.186,-0.581,-0.3425
-1.897,-0.528,1.369,1.2125,-1.633,0.4205,0.54,0.4565,-0.129,-0.6665,-0.596,-0.689,-0.183,-0.581,-0.3415
-1.8965,-0.53,1.3665,1.2135,-1.6315,0.418,0.5405,0.4575,-0.1285,-0.668,-0.5955,-0.689,-0.181,-0.5835,-0.3385
-1.905,-0.5375,1.3675,1.221,-1.636,0.415,0.5375,0.455,-0.131,-0.672,-0.599,-0.692,-0.1795,-0.587,-0.3375
-1.9155,-0.5495,1.3655,1.2325,-1.6405,0.408,0.534,0.4485,-0.137,-0.678,-0.6045,-0.698,-0.177,-0.5875,-0.338
-1.9095,-0.544,1.3655,1.227,-1.6375,0.4105,0.537,0.4485,-0.1355,-0.678,-0.602,-0.697,-0.178,-0.5875,-0.336
-1.909,-0.5365,1.3725,1.2225,-1.6405,0.418,0.536,0.4535,-0.1335,-0.6775,-0.6015,-0.695,-0.1795,-0.5835,-0.336
-1.9125,-0.538,1.3745,1.225,-1.6435,0.4185,0.533,0.4515,-0.1375,-0.6805,-0.604,-0.698,-0.183,-0.581,-0.336
-1.899,-0.5275,1.371,1.213,-1.635,0.422,0.5385,0.4545,-0.1325,-0.676,-0.599,-0.6935,-0.1855,-0.5845,-0.336
-1.881,-0.5165,1.3645,1.1985,-1.6225,0.424,0.543,0.461,-0.126,-0.669,-0.5945,-0.6875,-0.186,-0.59,-0.334
-1.8785,-0.5125,1.3655,1.1955,-1.622,0.4265,0.55,0.4615,-0.1265,-0.669,-0.5935,-0.686,-0.1905,-0.5865,-0.3365
-1.873,-0.507,1.366,1.19,-1.6195,0.4295,0.5505,0.4615,-0.1255,-0.6685,-0.5915,-0.6845,-0.193,-0.582,-0.3375
-1.864,-0.499,1.365,1.1815,-1.6145,0.433,0.5445,0.4645,-0.122,-0.6655,-0.5885,-0.6825,-0.1945,-0.5875,-0.3375
-1.869,-0.502,1.367,1.1855,-1.618,0.4325,0.5475,0.4615,-0.124,-0.6665,-0.589,-0.6835,-0.195,-0.5915,-0.3385
-1.8715,-0.5085,1.3635,1.19,-1.6175,0.4275,0.5435,0.4585,-0.127,-0.671,-0.592,-0.6855,-0.195,-0.591,-0.338
-1.8725,-0.508,1.3645,1.19,-1.6185,0.4285,0.544,0.4585,-0.127,-0.6715,-0.591,-0.686,-0.195,-0.5895,-0.337
-1.883,-0.517,1.3665,1.2,-1.6245,0.4245,0.5495,0.4565,-0.1295,-0.6715,-0.593,-0.6875,-0.1945,-0.5925,-0.338
-1.894,-0.53,1.364,1.212,-1.629,0.417,0.547,0.4525,-0.136,-0.6765,-0.597,-0.6925,-0.197,-0.595,-0.3395
-1.878,-0.5195,1.3585,1.1985,-1.618,0.4195,0.5475,0.452,-0.1345,-0.675,-0.5935,-0.69,-0.194,-0.594,-0.3375
-1.8685,-0.51,1.3585,1.189,-1.6135,0.424,0.55,0.4585,-0.1285,-0.6705,-0.5865,-0.6845,-0.191,-0.599,-0.3395
-1.881,-0.5205,1.3605,1.201,-1.621,0.42,0.547,0.454,-0.1325,-0.6745,-0.59,-0.6875,-0.192,-0.6005,-0.342
-1.884,-0.524,1.36,1.204,-1.622,0.418,0.542,0.4465,-0.1385,-0.6795,-0.5935,-0.691,-0.19,-0.5975,-0.3415
-1.88,-0.5205,1.359,1.2005,-1.6195,0.419,0.542,0.446,-0.1425,-0.6815,-0.5925,-0.6905,-0.1885,-0.5975,-0.3415
-1.8835,-0.524,1.3595,1.2035,-1.6215,0.4175,0.538,0.439,-0.1455,-0.6825,-0.596,-0.6925,-0.1925,-0.5965,-0.3395
-1.893,-0.531,1.3625,1.212,-1.628,0.416,0.536,0.436,-0.1475,-0.686,-0.5975,-0.695,-0.1965,-0.594,-0.3375
-1.8925,-0.531,1.3615,1.212,-1.627,0.4155,0.5395,0.4375,-0.1485,-0.6855,-0.595,-0.6935,-0.1945,-0.5935,-0.3355
